"Data Year","ID","Property Name","Reporting Status","Address","ZIP Code","Chicago Energy Rating","Exempt From Chicago Energy Rating","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","Water Use (kGal)","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location","Row_ID"
"2023","101710","AlgonOuin #1","Submitted","1605 E. 50th Street","60615","1.0",,"Kenwood","Multifamily Housing","59,310","1950","1",,"11","2,949,709.8","2,256,520",,,,"87.8","179.2","87.8","179.2","532.6","9","41.910944","-87.626393","POINT (-87.626393 41.910944)","2023-101710"
"2023","160211","633 N St. Clair","Submitted","633 N St. Clair","60611","4.0",,"Near North Side","Office","632,163","1991","1",,"89","22,004,849.6","14,385.6",,,,"34.8","97.5","35.6","99.6","3,079.7","4.9","41.74715","-87.628002","POINT (-87.628002 41.74715)","2023-160211"
"2023","239016","Avenue East Condominiums","Submitted","160 East Illinois Street","60611","2.5",,"Near North Side","Multifamily Housing","258,647","2007","1",,"59","7,058,395.8","7,884,286.8",,,,"57.8","108.4","61.9","113.7","1,406.4","5.4","41.7909","-87.671932","POINT (-87.671932 41.7909)","2023-239016"
"2023","252049","Bond Chapel","Submitted","1025 East 58th Street","60637","4.0",,"Hyde Park","Worship Facility","5,252","1926","1",,"3","107,051.5",,"707,421.1",,,"155.1","219.1","185.9","256.2","62","11.8","41.924508","-87.638223","POINT (-87.638223 41.924508)","2023-252049"
"2023","250120","Sinai Schwab Rehabilitation Hospital","Submitted","1401 S California Ave","60608","2.0",,"North Lawndale","Outpatient Rehabilitation/Physical Therapy","177,380","1948","6",,,"9,671,173.4","5,193,899.9",,,,"83.8","183.4","88","188.1","1,629.1","9.2","41.927891","-87.736002","POINT (-87.736002 41.927891)","2023-250120"
"2023","250016","Loyola Park","Not Submitted","1230 W Greenleaf Ave","60626","0.0",,"Rogers Park","Other - Recreation",,,,,,,,,,,,,,,,,"41.78429","-87.688512","POINT (-87.688512 41.78429)","2023-250016"
"2023","232458","Harper SOuare Housing Co-Op","Submitted","4800 S. Lake Park Ave.","60615","2.5",,"Kenwood","Multifamily Housing","627,680","1974","1",,"37","13,675,052","37,696,682.7",,,,"81.8","124.1","89.4","132.3","3,915.7","6.2","41.980116","-87.655237","POINT (-87.655237 41.980116)","2023-232458"
"2023","251456","Carnegie","Submitted","1414 E 61st Pl","60637","1.0",,"Woodlawn","K-12 School","63,979","1957","3",,"25","1,561,576.9","4,308,160",,,,"91.7","139","104.3","152.2","447.3","7","41.965013","-87.677281","POINT (-87.677281 41.965013)","2023-251456"
"2023","251322","990 West Fullerton Building","Submitted","990 West Fullerton Ave","60614","4.0",,"Lincoln Park","College/University","91,963","1980","1",,,"2,983,825.5","2,064,716",,,,"54.9","114.4","55","114.7","527.2","5.7","41.778723","-87.682128","POINT (-87.682128 41.778723)","2023-251322"
"2023","251467","Holmes Elementary -CPS","Not Covered 2024","955 W Garfield Blvd","60621",,"true","Englewood","K-12 School",,,,,,,,,,,,,,,,,"41.793339","-87.64971","POINT (-87.64971 41.793339)","2023-251467"
"2023","172584","ASPIRA Early College High School","Not Submitted","3986 W Barry Ave","60618","0.0",,"Avondale","Commercial",,,,,,,,,,,,,,,,,"41.752251","-87.655245","POINT (-87.655245 41.752251)","2023-172584"
"2023","173655","ACME Hotel Company","Submitted","15 E Ohio St","60611","4.0",,"Near North Side","Hotel","80,000","1927","1","3,785","82","3,186,192","1,863,184.5",,,,"63.1","136","65.1","140.5","544.8","6.8","41.930127","-87.746389","POINT (-87.746389 41.930127)","2023-173655"
"2023","174135","Times SOuare Apartments","Submitted","869 Buena","60613","2.0",,"Uptown","Multifamily Housing","142,000","1923","1",,"46","2,987,718.2","9,821,487.7",,,,"90.2","131.5","98.1","140.8","939.7","6.6","41.781977","-87.61477","POINT (-87.61477 41.781977)","2023-174135"
"2023","176010","420 N Wabash Ave","Submitted","420 N. Wabash Ave.","60611","1.0",,"Near North Side","Office","102,450","1906","1",,"23","8,165,581.2","5,107,400.6",,,,"129.6","275.5","132.8","283.1","1,413.8","13.8","41.765712","-87.566626","POINT (-87.566626 41.765712)","2023-176010"
"2023","251368","Washington HS","Submitted","3535 E 114th St","60617","3.0",,"East Side","K-12 School","219,291","1957","1",,"38","4,612,101.8","14,829,340.1",,,,"88.7","129.9","101.2","143.1","1,433","6.5","41.845481","-87.621986","POINT (-87.621986 41.845481)","2023-251368"
"2023","224416","400 East Ohio Condominium Association","Submitted","400 E Ohio Street","60611","1.0",,"Near North Side","Multifamily Housing","285,156","1981","1",,"28","13,397,365.2","5,589,237.5",,,,"66.6","152.1","72.2","164.5","2,171.4","7.6","41.881906","-87.628097","POINT (-87.628097 41.881906)","2023-224416"
"2023","256955","Fletcher Lofts, LLC","Submitted","3141 N Sheffield Ave.","60657","1.0",,"Lake View","Multifamily Housing","72,570","2000","1",,"30","2,270,439","2,688,428",,,,"68.3","126.5","72.9","133.3","460.5","6.3","41.997463","-87.655466","POINT (-87.655466 41.997463)","2023-256955"
"2023","158394","Michigan - 180 Property LLC","Submitted","180 N Michigan","60601","2.0",,"Loop","Office","231,521","1927","1",,,"8,824,280.8","7,780,096.4",,,,"71.7","142","76.7","147.9","1,647.9","7.1","41.933931","-87.686598","POINT (-87.686598 41.933931)","2023-158394"
"2023","251784","Parish_OuigleyCenter","Submitted","835 N Rush Street","60611","2.0",,"Near North Side","Office","84,100","1917","1",,"46","3,487,618.4","4,366,700",,,,"93.4","170.6","101.4","179","719.9","8.6","41.994817","-87.714343","POINT (-87.714343 41.994817)","2023-251784"
"2023","105989","C5501WAS (25112)","Submitted","5501 W Washington Blvd","60644","2.5",,"Austin","Multifamily Housing","118,890","1929","1","8,888","59","1,982,320.8","9,126,553.5",,,,"93.4","127.3","102.6","136.9","762.1","6.4","41.90695","-87.630225","POINT (-87.630225 41.90695)","2023-105989"
"2023","114866","Barclay Condominium Home Owners' Association, Inc","Submitted","4940 S. East End Ave.","60615","3.5",,"Kenwood","Multifamily Housing","146,840","1928","1",,"76","1,458,561.1","9,638,038.5",,,,"75.6","96.7","84","106","716","4.9","41.741374","-87.662357","POINT (-87.662357 41.741374)","2023-114866"
"2023","100431","1100 N Clark St","Not Submitted","1100 N Clark St","60610","0.0",,"Near North Side","Automobile Dealership",,,,,,,,,,,,,,,,,"41.912718","-87.68491","POINT (-87.68491 41.912718)","2023-100431"
"2023","254262","Sunnycourt Condominiums","Submitted","906-934 W Sunnyside","60640","1.5",,"Uptown","Multifamily Housing","75,600","1926","1",,"39","699,585.5","6,237,309.2",,,,"91.8","112.5","101","122.1","429.2","5.7","41.893519","-87.633972","POINT (-87.633972 41.893519)","2023-254262"
"2023","243108","(IIL733) - 3600 Condominium (3600 N. Lake Shore Drive)","Submitted","3600 N. Lake Shore Drive","60613","1.0",,"Lake View","Multifamily Housing","841,880","1960","2",,"26","14,087,922.6","65,455,827.2",,,,"94.5","128.5","103.1","137.3","5,447.8","6.5","41.86356","-87.721586","POINT (-87.721586 41.86356)","2023-243108"
"2023","112110","Hyatt House Chicago","Not Submitted","1835 W Harrison St","60612","0.0",,"Near West Side","Lodging",,,,,,,,,,,,,,,,,"41.945349","-87.650424","POINT (-87.650424 41.945349)","2023-112110"
"2023","251744","Disney II HS","Submitted","3900 N Lawndale Ave","60618","3.5",,"Irving Park","K-12 School","156,960","1924","3",,"80","1,791,467.2","7,898,179.7",,,,"61.7","84.8","74.3","98","670.2","4.3","41.884632","-87.622248","POINT (-87.622248 41.884632)","2023-251744"
"2023","172177","Third Baptist Church of Chicago","Not Covered 2024","1551 W 95th St","60643",,"true","Washington Heights","Commercial",,,,,,,,,,,,,,,,,"41.893436","-87.629553","POINT (-87.629553 41.893436)","2023-172177"
"2023","240752","200 N. Dearborn CA","Submitted","200 N. Dearborn Street","60601","2.0",,"Loop","Multifamily Housing","359,953","1989","1",,"44","8,500,636.5","20,033,149.6",,,,"79.3","124.6","86.4","132","2,253.5","6.3","41.897304","-87.634804","POINT (-87.634804 41.897304)","2023-240752"
"2023","250055","Von Steuben HS","Submitted","5039 N Kimball Ave","60625","4.0",,"North Park","K-12 School","248,453","1930","1",,"89","3,164,855.4","8,605,740",,,,"47.4","72","56","81.1","899.9","3.6","42.011484","-87.66405","POINT (-87.66405 42.011484)","2023-250055"
"2023","159000","Harlan Comm Academy -CPS","Not Covered 2024","9652 S Michigan Ave","60628",,"true","Roseland","K-12 School",,,,,,,,,,,,,,,,,"41.93053","-87.680107","POINT (-87.680107 41.93053)","2023-159000"
"2023","238355","Museum Park Tower 1 Condominium Association","Submitted","1322 S. Prairie Ave","60605","1.5",,"Near South Side","Multifamily Housing","279,381","2001","1",,"35","8,716,080.1","16,115,600.3",,,,"88.9","147.9","95.9","154.2","2,075.5","7.4","41.903424","-87.669405","POINT (-87.669405 41.903424)","2023-238355"
"2023","251755","Rogers","Submitted","7345 N Washtenaw Ave","60645","1.5",,"West Ridge","K-12 School","89,910","1937","6",,"35","1,963,377.4","4,955,189.9",,,,"76.9","119","93.4","136.2","537.9","6","41.848155","-87.699127","POINT (-87.699127 41.848155)","2023-251755"
"2023","101739","One South Dearborn","Submitted","1 South Dearborn","60603","4.0",,"Loop","Office","942,732","2005","1","6,059","81","39,542,224.4",,,,,"41.9","117.4","43.8","122.6","5,532.7","5.9","41.880032","-87.659376","POINT (-87.659376 41.880032)","2023-101739"
"2023","250150","Reid Murdoch Center","Submitted","315-331 N. Lasalle","60654","1.5",,"Near North Side","Office","335,281","1912","1",,"38","17,329,813.9","19,033,100.9",,,,"108.5","204.3","116","212","3,435.7","10.2","41.869768","-87.624266","POINT (-87.624266 41.869768)","2023-250150"
"2023","175818","Chicago IL HL","Submitted","1816 North Clark St","60614","1.5",,"Lincoln Park","Hotel","96,642","1980","1","644","40","5,573,489.4","4,199,079.7",,,,"101.1","207.1","104","210.1","1,002.9","10.4","41.881782","-87.62791","POINT (-87.62791 41.881782)","2023-175818"
"2023","257083","Park Boulevard","Not Covered 2024","42 W 37th St","60609",,"true","Douglas","Residential",,,,,,,,,,,,,,,,,"41.8275","-87.628177","POINT (-87.628177 41.8275)","2023-257083"
"2023","101904",,"Not Submitted","2115  W Farwell Ave","60645","0.0",,"West Ridge","Residential",,,,,,,,,,,,,,,,,"42.009003","-87.666539","POINT (-87.666539 42.009003)","2023-101904"
"2023","113474","City-Towne Condominium Association","Submitted","517-523 N. Halsted St.","60622","3.5",,"West Town","Multifamily Housing","88,776","1935","1",,"73","1,681,731","4,240,663.2",,,,"66.7","103.2","74.6","111.3","460.5","5.2","41.94646","-87.646874","POINT (-87.646874 41.94646)","2023-113474"
"2023","100533","Urban Prep - Englewood HS","Submitted","6201 S Stewart Avenue","60621","1.0",,"Englewood","K-12 School","188,800","1979","1",,"6","9,446,149.2","13,421,709.8",,,,"121.1","214.7","130.4","223.5","2,034.6","10.8","41.886708","-87.627883","POINT (-87.627883 41.886708)","2023-100533"
"2023","256634","The Burnham at Woodlawn Park","Submitted","6134 S. Cottage Grove Avenue","60637","4.0",,"Woodlawn","Multifamily Housing","73,673","2015","1","4,092","96","1,489,939.6","858,648.7",,,,"31.9","68.9","33","70.1","254.4","3.5","42.001695","-87.656651","POINT (-87.656651 42.001695)","2023-256634"
"2023","251561","New Field","Submitted","1707 W Morse Ave","60626","1.0",,"Rogers Park","K-12 School","85,500","2003","1",,"3","4,222,793.3","6,253,850",,,,"122.5","215.1","138.8","232.2","923","10.8","41.919383","-87.689074","POINT (-87.689074 41.919383)","2023-251561"
"2023","134421","Market Place at Six Corners 10361","Not Submitted","4612 - 4730 W Irving Park Rd","60641","0.0",,"Portage Park","Other - Mall",,,,,,,,,,,,,,,,,"41.93645","-87.650552","POINT (-87.650552 41.93645)","2023-134421"
"2023","119689","A&M 303 WEST ERIE, LLC","Submitted","303 West Erie","60654",,"true","Near North Side","Office","62,849","1900","1",,,"3,892,694",,,,,"61.9","173.4","66.6","186.4","544.7","8.7","42.01185","-87.70464","POINT (-87.70464 42.01185)","2023-119689"
"2023","132117","1914 - DAN RYAN","Submitted","200-232 W 87th St","60620","2.5",,"Chatham","Retail Store","103,580","1997","1","3,108","57","3,887,349.4","6,849,499.9",,,,"103.7","174.5","113.9","185.2","907.7","8.8","41.779077","-87.688582","POINT (-87.688582 41.779077)","2023-132117"
"2023","161150","1104 S Wabash","Submitted","1104 S Wabash","60605","4.0",,"Loop","College/University","166,094","1913","1","902",,"6,221,519.7","4,033,262",,,,"61.7","130.4","65.5","134.3","1,084.7","6.5","41.945101","-87.641602","POINT (-87.641602 41.945101)","2023-161150"
"2023","132551","Aunt Martha's Youth Service Center, Inc.","Submitted","5001-5013 S. Michigan Avenue","60615","1.0",,"Grand Boulevard","Other - Services","60,150","1975","1",,,"1,706,429.9","4,858,800.2",,,,"109.1","164.3","124.8","180.3","496.8","8.3","41.933699","-87.642915","POINT (-87.642915 41.933699)","2023-132551"
"2023","236822","21 W. Chestnut Condominium Association","Submitted","21 W Chestnut St","60610","1.5",,"Near North Side","Multifamily Housing","169,377","1999","1",,"32","4,699,413.6","9,697,824.1",,,,"85","137.8","92.8","147.1","1,172.6","6.9","41.886488","-87.661813","POINT (-87.661813 41.886488)","2023-236822"
"2023","251876","Sizemore - Shabazz Charter","Not Covered 2024","1540 W 84th St","60620",,"true","Auburn Gresham","K-12 School",,,,,,,,,,,,,,,,,"41.74158","-87.66223","POINT (-87.66223 41.74158)","2023-251876"
"2023","251621","Hughes L","Submitted","240 W 104th St","60628","1.0",,"Roseland","K-12 School","100,000","2008","1",,"11","5,084,449.9","2,545,559.9",,,,"76.3","169.1","81.6","173.8","846.6","8.5","41.861573","-87.620664","POINT (-87.620664 41.861573)","2023-251621"
"2023","127877","Howard & Western Shopping Center","Submitted","7510-7578 North Western Avenue","60645","3.0",,"West Ridge","Strip Mall","69,338","1957","1",,,"3,247,229.1","1,008,045",,,,"61.4","146.4","61.1","145.7","507.9","7.3","41.884586","-87.63101","POINT (-87.63101 41.884586)","2023-127877"
"2023","256778",,"Not Submitted","3939 W Devon Ave","60659","0.0",,"Forest Glen",,,,,,,,,,,,,,,,,,"41.693067","-87.680131","POINT (-87.680131 41.693067)","2023-256778"
"2023","103312","199 East Lake Shore Drive","Submitted","199 East Lake Shore Drive","60611","1.0",,"Near North Side","Multifamily Housing","62,000","1913","1",,,"1,962,753.1","4,282,000",,,,"100.7","161.2","110.9","171.9","502.1","8.1","41.85563","-87.621735","POINT (-87.621735 41.85563)","2023-103312"
"2023","250146","Brooks Building LLC","Submitted","223 Jackson Blvd.","60606","2.0",,"Loop","Office","167,574","1909","1",,"43","10,089,620","4,124,520.1",,,,"84.8","194.4","90.3","203.9","1,630.8","9.7","41.888878","-87.632662","POINT (-87.632662 41.888878)","2023-250146"
"2023","251678","Hernandez","Submitted","3510 W 55th St","60632","4.0",,"Gage Park","K-12 School","127,162","2009","1",,"65","3,573,408.1","1,660,730",,,,"41.2","92.4","44.8","96.1","588.2","4.6","41.896378","-87.647891","POINT (-87.647891 41.896378)","2023-251678"
"2023","172131","1765 N Elston Ave","Submitted","1765 N. Elston","60642","4.0",,"West Town","Office","128,600","2013","1",,"85","4,913,642","3,315,006",,,,"64","134.1","69.8","139.1","863.6","6.7","41.890569","-87.719984","POINT (-87.719984 41.890569)","2023-172131"
"2023","243916","2930 Sheridan Tower Condominium Association","Submitted","2930 N. Sheridan Rd.","60657","3.0",,"Lake View","Multifamily Housing","242,000","1956","1",,"65","5,150,703.8","12,744,561.6",,,,"73.9","114.9","81.1","122.1","1,397.6","5.8","41.971606","-87.724641","POINT (-87.724641 41.971606)","2023-243916"
"2023","256879","2755 N Milwaukee Avenue","Submitted","2755 N Milwaukee Avenue","60647","4.0",,"Logan Square","Multifamily Housing","72,000","2021","1",,"91","1,205,262.4","2,703,715.2",,,,"54.3","86.3","54","85.6","312.2","4.3","42.00803","-87.665355","POINT (-87.665355 42.00803)","2023-256879"
"2023","175053","5330 N Damen","Submitted","5330 N Damen Ave","60625","1.0",,"Lincoln Square","Multifamily Housing","50,000","1974","1",,"12","435,343.4","5,652,644.7",,,,"121.8","143.1","121.3","141.8","361.2","7.2","41.956791","-87.77705","POINT (-87.77705 41.956791)","2023-175053"
"2023","256772",,"Not Covered 2024","128 S Laflin St","60607",,"true","Near West Side",,,,,,,,,,,,,,,,,,"41.884624","-87.620476","POINT (-87.620476 41.884624)","2023-256772"
"2023","146965",,"Not Submitted","1610 1620 W Fullerton Ave","60614","0.0",,"Lincoln Park","Residential",,,,,,,,,,,,,,,,,"41.919226","-87.636776","POINT (-87.636776 41.919226)","2023-146965"
"2023","136487","(IL0214) - 800 E 55th Building (800 E 55th St )","Submitted","800 E 55th St","60615","2.0",,"Hyde Park","Medical Office","73,327","1964","1",,"24","3,047,707","8,641,146.4",,,,"159.4","240.1","163.5","242.8","885.4","12.1","41.767017","-87.638547","POINT (-87.638547 41.767017)","2023-136487"
"2023","251417","Chalmers-CPS","Not Covered 2024","2745 W Roosevelt Rd","60608",,"true","North Lawndale","K-12 School",,,,,,,,,,,,,,,,,"41.799598","-87.593761","POINT (-87.593761 41.799598)","2023-251417"
"2023","118695","260-Senior Suites of Bridgeport","Submitted","2825 S. Halsted","60608","3.5",,"Bridgeport","Senior Living Community","69,455","2005","1","3,643","75","1,609,921.5","3,767,799.9",,,,"77.4","121.9","83.9","129.6","425.4","6.1","41.928849","-87.706817","POINT (-87.706817 41.928849)","2023-118695"
"2023","254536","Optima Signature","Submitted","220 E Illinois St","60611","2.5",,"Near North Side","Multifamily Housing","872,200","2017","1",,"52","27,431,428.3","14,444,117.6",,,,"48","105.5","50.7","110.5","4,605.4","5.3","41.813941","-87.60681","POINT (-87.60681 41.813941)","2023-254536"
"2023","101748","One South Wacker","Submitted","1 S. Wacker","60606","4.0",,"Loop","Office","1,387,952","1982","1",,"82","53,987,356.2",,,,,"38.9","108.9","41.1","114.9","7,553.9","5.4","41.89034","-87.763241","POINT (-87.763241 41.89034)","2023-101748"
"2023","251579","Henderson Elementary, CPS","Not Covered 2024","5640 S Wolcott Ave","60636",,"true","West Englewood","K-12 School",,,,,,,,,,,,,,,,,"42.017095","-87.677799","POINT (-87.677799 42.017095)","2023-251579"
"2023","148481","1154 W LUNT","Submitted","7001-7013 N Sheridan","60626","4.0",,"Rogers Park","Multifamily Housing","51,959","1920","1",,"78","81,011.1","3,959,700.2",,,,"77.8","84.4","91.8","99.1","221.7","4.3","41.958548","-87.786919","POINT (-87.786919 41.958548)","2023-148481"
"2023","251236","1120 N Lake Shore Drive","Submitted","1120 N. Lake Shore Drive","60611","4.0",,"Near North Side","Multifamily Housing","137,739","1924","1",,"81","1,524,935.1","8,613,783",,,,"73.6","96.7","81.2","104.4","670.9","4.9","41.885392","-87.656901","POINT (-87.656901 41.885392)","2023-251236"
"2023","120347","1033 W Van Buren","Submitted","1033 W Van Buren","60607","4.0",,"Near West Side","Office","86,401","1904","1","450","81","2,461,471.7","2,861,719.3",,,,"61.6","114.5","73.3","136.3","496.4","5.7","41.89672","-87.617568","POINT (-87.617568 41.89672)","2023-120347"
"2023","241892","CityView Condominium Association (241892)","Submitted","440 North Mcclurg Court","60611","4.0",,"Near North Side","Multifamily Housing","506,955","1991","1",,"95","6,742,639.1","20,036,768.3",,,,"52.8","78.7","58.6","84.5","2,007.7","4","41.88063","-87.654523","POINT (-87.654523 41.88063)","2023-241892"
"2023","158099","61480 - Galewood 14","Submitted","5530 W Homer St","60639","1.0",,"Austin","Movie Theater","57,976","2007","1","1,056",,"5,244,075.4","1,869,210.1",,,,"122.7","287.1","130.3","293.8","833","14.4","41.878836","-87.678205","POINT (-87.678205 41.878836)","2023-158099"
"2023","256797",,"Not Submitted","1135 W Sheridan Rd","60660","0.0",,"Edgewater",,,,,,,,,,,,,,,,,,"41.883286","-87.670728","POINT (-87.670728 41.883286)","2023-256797"
"2023","251925","Peter V. Byrne Hall","Submitted","2219 N. Kenmore","60614","4.0",,"Lincoln Park","College/University","77,485","1968","1",,,"1,669,879.2","6,905,430.7",,,,"110.7","153.9","125.3","169.3","600.4","7.7","41.895524","-87.631293","POINT (-87.631293 41.895524)","2023-251925"
"2023","256489","640 North Wells","Submitted","640 North Wells St.","60642","4.0",,"Near North Side","Multifamily Housing","273,509","2017","1","11,710","61","8,334,923.9","6,063,967.7",,,,"52.6","108.6","57.3","115.1","1,488.3","5.4","41.800186","-87.588918","POINT (-87.588918 41.800186)","2023-256489"
"2023","173948","8598 - LINCOLN & MCCORMICK","Submitted","6211 N Lincoln Ave","60659","3.5",,"North Park","Retail Store","114,727","2004","1","1,088","74","4,642,835","3,937,000.1",,,,"74.8","149.3","82.1","155.6","858.7","7.5","41.793087","-87.602504","POINT (-87.602504 41.793087)","2023-173948"
"2023","229826","Waldorf Astoria Hotel","Not Submitted","11 E Walton St","60611","0.0",,"Near North Side","Hotel",,,,,,,,,,,,,,,,,"41.824964","-87.61124","POINT (-87.61124 41.824964)","2023-229826"
"2023","235970","5100 Marine Drive Condominium Association","Submitted","5100 N Marine Dr","60640","3.0",,"Uptown","Multifamily Housing","276,176","1969","1",,"62","10,016,309.3","5,954,288.4",,,,"57.8","124.2","63.7","137.2","1,717.7","6.2","41.882118","-87.627674","POINT (-87.627674 41.882118)","2023-235970"
"2023","251569","Hay Community Academy, John -CPS","Not Covered 2024","1016 N Laramie Ave","60651",,"true","Austin","K-12 School",,,,,,,,,,,,,,,,,"41.89903","-87.755707","POINT (-87.755707 41.89903)","2023-251569"
"2023","134735","Searle Chemistry Laboratory","Submitted","5715-35 S Ellis Ave","60637","1.0",,"Hyde Park","Laboratory","85,570","2009","1","2,512",,"13,843,787.6","101,076","21,818,546.9","15,404,328.7",,"598","924.8","624.6","961.4","4,202.9","49.1","41.890729","-87.629386","POINT (-87.629386 41.890729)","2023-134735"
"2023","172541","Tandem Lofts Condo Association","Submitted","1631 S. Michigan Ave.","60616","3.5",,"Near South Side","Multifamily Housing","85,800","2000","1",,"78","1,319,790.6","4,193,262.1",,,,"64.3","94.4","68.3","98.3","407.4","4.7","41.897438","-87.62602","POINT (-87.62602 41.897438)","2023-172541"
"2023","102331","Disney","Submitted","4140 N Marine Dr","60613","1.0",,"Uptown","K-12 School","260,140","1973","2",,"19","10,535,587.3","8,990,679.8",,,,"75.1","149.7","81.3","159","1,951.7","7.5","41.894991","-87.627829","POINT (-87.627829 41.894991)","2023-102331"
"2023","158842","Flanner Hall-ID# 158842","Submitted","1068 W Sheridan Rd","60626","1.0",,"Rogers Park","Mixed Use Property","64,407","1976","1","893",,"7,680,782.4","200",,,,"119.3","333.9","118.5","331.8","1,074.7","16.7","41.889859","-87.635118","POINT (-87.635118 41.889859)","2023-158842"
"2023","101883","Omni Hotel","Submitted","676 N Michigan Ave","60611","2.0",,"Near North Side","Hotel","440,281","1990","1","16,496","25","36,695,070.9","7,389,259.6",,,,"100.1","251","105.1","265","5,526.8","12.6","41.715446","-87.533007","POINT (-87.533007 41.715446)","2023-101883"
"2023","251992","United Airlines Reservation Center","Submitted","11555 W Touhy Ave","60666","3.0",,"Ohare","Office","122,360","1989","1",,"42","10,693,061.6","7,358,200",,,,"147.5","307.8","154.8","315.4","1,887","15.4","41.900826","-87.620706","POINT (-87.620706 41.900826)","2023-251992"
"2023","256709","Rosenwald Hall","Submitted","1101-11 East 58th Street","60637","3.5",,"Hyde Park","Office","64,380","1915","1",,"77","1,251,985.6",,"2,117,367.7","1,132,360.8",,"69.9","110","72.2","112.9","375.4","5.8","41.854411","-87.629992","POINT (-87.629992 41.854411)","2023-256709"
"2023","105484","Kenwin Venture LLLP","Submitted","5220-5224 N Kenmore","60640","2.5",,"Edgewater","Multifamily Housing","51,008","1929","1",,"59","1,721,423.3","879,949.6",,,,"51","112.6","55.6","124.5","287.6","5.6","41.794355","-87.770527","POINT (-87.770527 41.794355)","2023-105484"
"2023","106103","4180 Polo Tower CA","Submitted","4180 N. Marine Drive","60613","3.0",,"Uptown","Multifamily Housing","109,301","1951","1",,"48","2,800,564.6","9,003,707.1",,,,"108","158.2","117.8","168.6","870.1","8","41.954595","-87.730792","POINT (-87.730792 41.954595)","2023-106103"
"2023","113668","Michigan Building Corporation","Submitted","229 E Lake Shore Drive","60611","4.0",,"Near North Side","Multifamily Housing","93,360","1920","1",,"87","1,466,363.7","4,211,114.7",,,,"60.8","91.3","65.9","97.1","428.8","4.6","41.854449","-87.619807","POINT (-87.619807 41.854449)","2023-113668"
"2023","100867","Rush University Medical Center","Submitted","1653 W Congress Pkwy","60612","1.5",,"Near West Side","Hospital (General Medical & Surgical)","4,232,186","1982","19",,"36","452,705,206.7","342,969,449.8","237,668,083",,,"244.2","452.2","250.2","457.8","97,339.9","23","41.942187","-87.688396","POINT (-87.688396 41.942187)","2023-100867"
"2023","257067","Ogden Commons","Not Covered 2024","1325 S Washtenaw Ave","60608",,"true","North Lawndale",,,,,,,,,,,,,,,,,,"41.864072","-87.692979","POINT (-87.692979 41.864072)","2023-257067"
"2023","137212","Trevi SOuare Condominium Association","Submitted","1439 S Michigan","60605","4.0",,"Near South Side","Multifamily Housing","103,020","1920","1",,"96","1,524,470","3,817,848.6",,,,"51.9","80.3","59.5","88.4","416.1","4","41.903876","-87.625965","POINT (-87.625965 41.903876)","2023-137212"
"2023","119552","03344AS - Chicago, IL","Submitted","1220 S Ashland Ave","60608","4.0",,"Near West Side","Supermarket/Grocery Store","63,407","2002","1","3,329","67","7,633,206.7","5,340,899.9",,,,"204.6","425.5","213.8","434.2","1,351.7","21.3","41.988903","-87.655203","POINT (-87.655203 41.988903)","2023-119552"
"2023","219559","(IL631) - Jefferson Tower Condominium Association (200 N. Jefferson )","Submitted","200 N. Jefferson","60661","3.5",,"Near West Side","Multifamily Housing","227,255","2005","1",,"71","5,173,614.8","9,967,579.6",,,,"66.6","109.8","71.8","114.8","1,253.3","5.5","41.81573","-87.604653","POINT (-87.604653 41.81573)","2023-219559"
"2023","173598","The Chicago Theatre","Submitted","175 North State Street","60601","4.0",,"Loop","Performing Arts","700,000","1921","1",,,"2,654,814.4","2,707,398",,,,"7.7","14.7","9","16.2","515.3","0.7","41.881722","-87.637164","POINT (-87.637164 41.881722)","2023-173598"
"2023","115316","The Shore Manor","Submitted","5858 N Sheridan Rd.","60660","3.5",,"Edgewater","Multifamily Housing","66,418","1955","1",,"73","1,289,928.9","4,109,129.9",,,,"81.3","119.3","93.8","131.6","398.7","6","41.885084","-87.639667","POINT (-87.639667 41.885084)","2023-115316"
"2023","256566","Twelve01West","Submitted","176 N. Racine","60607","1.0",,"Near West Side","Office","148,560","2019","1","703","24","11,253,119.9","245,679.7",,,,"77.4","213.8","77.8","214.3","1,587.6","10.7","41.931407","-87.678687","POINT (-87.678687 41.931407)","2023-256566"
"2023","252020","1420 North Lake Shore Drive","Submitted","1420 North Lake Shore Drive","60611","4.0",,"Near North Side","Multifamily Housing","162,540","1928","1",,"88","3,022,149","7,900,600.6",,,,"67.2","103.1","73.4","108.9","842.5","5.2","41.874532","-87.63817","POINT (-87.63817 41.874532)","2023-252020"
"2023","254353","Kingsbury Center","Submitted","1415-1435 N Kingsbury","60642","4.0",,"Near North Side","Strip Mall","53,910","2012","1",,,"285,817.8","4,121,300.3",,,,"81.7","95.1","82.6","97.4","258.9","4.8","41.994228","-87.813808","POINT (-87.813808 41.994228)","2023-254353"
